run,model,lang,problem,msgs,tool_calls,writes,edits,bash,code_tok,text_tok,cmd_tok,think_tok,gen_tok,final_tok,total_tok,code_share_gen,code_share_total,waste_tok
zig-1,haiku,zig,dijkstra,65,27,4,11,10,5287,450,481,0,6218,1256,953791,0.8503,0.00554,4031
zig-1,haiku,zig,lcs,75,30,4,5,11,3109,615,472,0,4196,576,994977,0.7409,0.00312,2533
zig-1,haiku,zig,primes,56,26,1,7,7,1469,300,609,0,2378,463,530136,0.6177,0.00277,1006
zig-1,haiku,zig,rle,68,33,9,1,16,2717,315,676,0,3708,319,743443,0.7327,0.00365,2398
zig-1,haiku,zig,roman,89,45,3,13,19,2836,72,685,0,3593,441,1184184,0.7893,0.00239,2395
zig-1,haiku,zig,transpose,92,37,8,6,15,4671,464,399,0,5534,682,1294148,0.8441,0.00361,3989
zig-1,haiku,zig,wordfreq,75,31,1,14,8,2326,560,554,0,3440,842,934428,0.6762,0.00249,1484
zig-1,opus,zig,anagrams,6,3,1,0,2,530,142,17,0,689,530,71601,0.7692,0.0074,0
zig-1,opus,zig,brackets,4,2,1,0,1,333,138,37,0,508,333,45640,0.6555,0.0073,0
zig-1,opus,zig,calc,4,2,1,0,1,607,126,37,0,770,607,46510,0.7883,0.01305,0
zig-1,opus,zig,dijkstra,4,2,1,0,1,814,127,11,0,952,814,47475,0.855,0.01715,0
zig-1,opus,zig,lcs,4,2,1,0,1,316,94,11,0,421,316,45308,0.7506,0.00697,0
zig-1,opus,zig,primes,4,2,1,0,1,295,90,37,0,422,295,45628,0.6991,0.00647,0
zig-1,opus,zig,rle,5,3,1,0,2,243,85,69,0,397,243,68544,0.6121,0.00355,0
zig-1,opus,zig,roman,4,2,1,0,1,288,128,37,0,453,288,45469,0.6358,0.00633,0
zig-1,opus,zig,transpose,4,2,1,0,1,273,88,11,0,372,273,45317,0.7339,0.00602,0
zig-1,opus,zig,wordfreq,4,2,1,0,1,420,115,38,0,573,420,46082,0.733,0.00911,0
zig-1,sonnet,zig,anagrams,25,14,2,3,8,1178,106,586,0,1870,580,421926,0.6299,0.00279,598
zig-1,sonnet,zig,brackets,28,15,2,2,10,925,234,861,0,2020,391,480291,0.4579,0.00193,534
zig-1,sonnet,zig,calc,45,22,1,3,12,1006,235,428,0,1669,729,674154,0.6028,0.00149,277
zig-1,sonnet,zig,dijkstra,26,14,1,2,10,903,81,701,0,1685,862,407231,0.5359,0.00222,41
zig-1,sonnet,zig,lcs,21,11,1,2,8,503,97,411,0,1011,448,306307,0.4975,0.00164,55
zig-1,sonnet,zig,primes,17,10,2,2,6,957,84,261,0,1302,415,285101,0.735,0.00336,542
zig-1,sonnet,zig,rle,22,12,2,1,9,637,129,395,0,1161,263,336438,0.5487,0.00189,374
zig-1,sonnet,zig,roman,16,10,1,3,6,413,61,280,0,754,309,288515,0.5477,0.00143,104
zig-1,sonnet,zig,transpose,28,15,1,3,9,502,96,543,0,1141,356,432087,0.44,0.00116,146
zig-1,sonnet,zig,wordfreq,29,17,1,4,12,792,75,502,0,1369,552,511918,0.5785,0.00155,240
fable-forth,fable,forth,lcs,5,2,1,0,1,318,133,11,0,462,318,74757,0.6883,0.00425,0
fable-forth,fable,forth,transpose,40,20,1,3,13,678,274,1476,0,2428,374,560940,0.2792,0.00121,304
